author_id,username,created_at,verified,followers,following,tweet_count,listed_count,cant_tweets_muestra,rt,vreplicas,likes,rtquotes,menciones_a_In,menciones_a_Out,menciones_de_In,rt_a_In,rt_a_Out,rt_de_In,rp_a_In,rp_a_Out,rp_de_In,rq_a_In,rq_a_Out,rq_de_In,Actividad,paisSN
1364104965845843970,Scarlin23_,2021-02-23T06:49:34.000Z,False,10,7,68,0,62,9027,1,5,0,2,6,0,1,5,0,0,0,0,0,1,0,15,0
1373329367942696963,CompaSerio,2021-03-20T17:43:45.000Z,False,137,148,229,0,17,3,1,8,0,0,8,0,0,1,0,0,4,0,0,0,0,13,1
175218096,jcastro0194,2010-08-06T00:42:43.000Z,False,171,313,850,1,78,54327,14,32,0,2,18,0,0,14,0,1,5,0,0,8,0,48,1
175903788,MariaPia2623,2010-08-08T00:02:31.000Z,False,406,711,19597,3,71,72405,3,8,0,13,34,3,11,24,0,2,2,1,1,12,0,103,1
178936453,yeiverano,2010-08-16T02:25:53.000Z,False,167,700,1328,1,17,51872,0,0,0,0,12,0,0,9,0,0,0,0,0,0,0,21,0
180062768,Rose_Graell,2010-08-18T19:09:56.000Z,False,634,1195,33374,4,993,742538,322,675,18,16,209,2,13,135,2,2,34,2,8,72,1,496,1
244236771,andreamontotob,2011-01-28T21:16:02.000Z,False,337,251,9663,0,385,644834,38,212,1,42,193,0,35,155,2,7,21,3,9,11,0,478,1
247995915,aldayr07,2011-02-06T01:20:30.000Z,False,608,975,1869,0,64,170139,4,38,2,6,41,3,7,34,0,1,3,1,0,1,1,98,1
248856554,mmostazo,2011-02-07T21:35:31.000Z,False,285,194,6261,4,415,81832,26,203,3,84,210,13,60,160,8,16,36,5,2,11,2,607,1
1240074461958856715,josedara26,2020-03-18T00:36:32.000Z,False,12,17,11,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1240132685001035776,angel89804926,2020-03-18T04:27:48.000Z,False,2370,3054,8701,1,370,53793,9,79,0,14,165,0,14,151,0,0,4,0,0,0,0,348,1
1241520441568739329,Martine69004997,2020-03-22T00:22:27.000Z,False,5,24,307,0,46,124,0,4,0,1,9,0,0,2,0,1,2,0,0,2,0,17,1
32505334,JakeCortes,2009-04-17T18:13:17.000Z,False,2534,817,42964,0,695,276433,291,748,22,30,156,30,13,92,15,19,43,22,2,62,7,491,1
1329563248023248904,iam_isaias29,2020-11-19T23:12:47.000Z,False,19,14,19,0,7,3377,1,5,0,1,3,0,0,3,0,1,0,0,0,0,0,8,1
144967807,yorikatzu,2010-05-17T19:57:46.000Z,False,67,169,976,0,69,222,15,67,0,10,21,0,2,1,0,7,14,0,0,0,0,55,1
147078497,IAmTyGaskins,2010-05-23T04:38:20.000Z,False,1434,883,38962,6,177,89840,59,412,18,1,98,2,0,36,1,1,37,2,0,3,1,182,1
972681774,IsabelHaydee27,2012-11-26T20:50:32.000Z,False,250,222,9848,0,105,424502,8,13,0,10,53,0,11,51,0,0,2,0,0,5,0,132,1
1362199822250475520,Gnesis54806027,2021-02-18T00:39:09.000Z,False,4,47,4,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
873038866625601536,romario_baloyes,2017-06-09T04:47:40.000Z,False,168,428,564,0,77,41708,8,46,0,5,19,1,4,13,0,0,0,1,0,1,0,44,1
877775754569928706,whbitcoin,2017-06-22T06:30:22.000Z,False,1630,4954,16968,11,360,505234,9,103,1,0,205,0,0,105,0,0,58,0,0,3,0,371,0
